  2.2018794e+001	  3.5344513e+000	  1.9814985e+001
  9.7353261e+000	  1.5522851e+001	  2.2883102e+001
  1.6360639e+001	  9.5640330e+000	  1.6056309e+001
  7.0178632e+000	  8.7032660e+000	  4.7099156e+000
  7.4199826e+000	  1.0791095e+001	  4.5608147e+000
  3.3776764e+000	  9.9279148e+000	  7.1150206e+000
  2.0517669e+001	  1.3463756e+001	  2.3004033e+001
  2.2073764e+001	  1.0338975e+001	  1.9635167e+001
  5.6574082e-001	  1.3144496e+001	  1.4906144e+001
  1.5367985e+001	  2.0541759e+001	  1.9455132e+001
  5.3257818e-001	  5.3483879e+000	  1.4437611e+001
  1.1874200e+001	  1.0355897e+001	  2.2370412e+001
  1.3518560e+001	  3.5535730e+000	  2.1458972e+001
  2.2353763e+001	  9.0067594e-001	  1.3494783e+001
  5.4571319e+000	  1.7660552e+001	  5.4777118e+000
  2.2507439e+001	  6.8938248e+000	  1.7572242e+001
  7.4801908e-001	  7.5132783e+000	  1.1943191e+001
  1.2099112e+000	  2.6690016e+000	  1.0437741e+001
  1.5217408e+001	  1.9100492e+000	  1.9689796e+001
  2.2137777e+001	  1.4196247e+001	  1.9412900e+001
  1.1430983e+001	  1.5327624e+001	  3.9678551e+000
  1.2649179e+001	  4.3688640e+000	  4.0831979e+000
  1.6173643e+001	  1.1497217e+001	  1.7530743e+001
  1.8835657e+001	  1.2725325e+001	  2.5098714e+001
  1.6293850e+001	  1.0529580e+001	  1.6913723e+001
  1.3253376e+000	  3.6450433e+000	  1.0159614e+001
  1.5067923e+001	  5.2420281e+000	  1.2218222e+001
  1.4431570e+001	  7.7663952e+000	  2.8080184e+001
  1.2368457e+000	  1.4803390e+001	  1.7588756e+001
  1.4362561e+001	  1.3569530e+001	  2.0732148e+001
  1.5809803e+001	  3.0946977e+000	  1.8607876e+001
  1.6250050e+001	  1.6584642e+001	  1.4810748e+001
  1.6359542e+001	  5.0748042e+000	  1.6124636e+001
  1.2417769e+001	  1.1234031e+001	  2.2128091e+001
  1.6360237e+001	  2.0360642e+001	  1.5889393e+001
  1.8515755e+001	  6.3071402e+000	  2.5412932e+001
  1.3793920e+000	  1.7104685e+001	  1.0037060e+001
  1.1020496e+001	  9.4452671e+000	  1.0185701e+001
  6.8922215e-001	  7.6040730e+000	  1.5768428e+001
  9.0165816e+000	  1.6655317e+001	  4.1391586e+000
  6.8565561e+000	  1.6916747e+001	  4.7749629e+000
  2.1350328e+001	  7.6760431e-001	  1.0547197e+001
  1.5928381e+001	  7.1256218e+000	  1.3705135e+001
  1.2364778e+001	  1.8325583e+001	  4.0441498e+000
  1.9494106e+001	  1.2076101e+001	  7.7968970e+000
  4.1289587e+000	  1.9028599e+001	  2.1290847e+001
  6.0461266e+000	  4.6630892e+000	  2.2351628e+001
  1.3258126e+001	  5.3978132e-001	  2.1641831e+001
  1.2750758e+001	  1.0471054e-001	  1.0513751e+001
  2.2291535e+001	  1.6870090e+001	  1.8803060e+001
  1.8411420e+001	  1.4606751e+001	  2.5510985e+001
  1.0076240e+000	  5.6678113e+000	  1.6980838e+001
  2.2506973e+001	  2.9045580e+000	  1.7575956e+001
  1.2590146e+001	  1.2906018e+001	  1.0455900e+001
  2.2349954e+001	  2.4492149e+000	  1.8531181e+001
  1.2500997e+000	  3.9543959e+000	  1.7620268e+001
  6.4579551e+000	  1.7531797e+001	  4.9491144e+000
  1.8366735e+000	  5.9168042e+000	  1.8770612e+001
  2.2135932e+001	  8.7281737e+000	  1.9419522e+001
  6.0913873e+000	  9.4160496e+000	  5.1269137e+000
  1.9282787e+000	  2.0544803e+001	  1.8918951e+001
  1.2251893e+000	  1.4500043e+001	  1.7560764e+001
  1.5968899e+001	  1.8215483e+001	  1.3809910e+001
  1.6037158e+001	  9.6188232e+000	  1.8009299e+001
  2.0879257e+001	  5.5607524e+000	  9.6776514e+000
  1.3545107e+000	  9.5657354e+000	  1.7857693e+001
  1.6076065e+001	  1.6314461e+001	  1.7885950e+001
  1.9565846e+001	  1.3933452e-001	  2.4294071e+001
  1.5651324e+001	  1.0795292e+001	  4.9742148e+000
  1.0554238e+001	  1.7472984e+001	  2.9086944e+001
  2.1985219e+001	  4.4377734e+000	  1.9920435e+001
  6.6342609e-001	  1.4657200e+001	  1.2373331e+001
  1.2103176e+000	  1.3568173e+001	  1.0436718e+001
  2.4389656e+000	  1.2850263e+000	  1.9645052e+001
  1.4434447e+001	  9.4364589e+000	  1.1545272e+001
  1.9810703e+001	  6.5650584e+000	  2.3992223e+001
  2.2605299e+001	  4.9359450e+000	  1.5870664e+001
  2.2091814e+001	  8.4268246e+000	  1.2447340e+001
  2.2327809e+001	  5.6411176e+000	  1.3370904e+001
  7.5358177e-001	  1.6264334e+001	  1.1918099e+001
  1.5707234e+001	  1.8667084e+001	  1.8832282e+001
  9.8941691e+000	  1.8683933e+001	  4.0145689e+000
  7.5663685e-001	  7.8590419e+000	  1.6089949e+001
  1.6354012e+001	  1.7917978e+001	  1.6286750e+001
  9.4753071e-001	  7.4502016e+000	  1.6796035e+001
  1.5732943e+001	  1.3539130e+001	  1.8778019e+001
  1.5290734e+001	  1.7154047e+001	  1.9578115e+001
  1.6220875e+001	  2.0065383e+001	  1.7323562e+001
  5.9165406e+000	  2.0884331e+001	  5.2179809e+000
  1.5363748e+000	  8.9445739e+000	  1.8232575e+001
  2.1233877e+001	  1.3453204e+001	  2.1753566e+001
  1.4423173e+001	  9.9354883e-001	  1.1535152e+001
  1.6356655e+001	  3.5751629e+000	  1.5753132e+001
  1.2929023e+000	  6.7636890e+000	  1.7719841e+001
  2.7200922e+000	  4.3214543e+000	  7.8543215e+000
  7.0190649e-001	  1.2682111e+001	  1.5833489e+001
  1.3365081e+001	  1.9237848e+001	  1.0793234e+001
  1.6264867e+001	  1.4508836e+001	  1.4891153e+001
  1.6356971e+001	  1.9001557e+001	  1.6214893e+001
  1.9825893e+001	  1.2168420e+001	  2.3972890e+001
  1.3699614e+000	  1.6642267e+001	  1.0058121e+001
  2.0299929e+001	  7.5786084e+000	  2.3329352e+001
  8.5035230e-001	  8.6714021e+000	  1.6464320e+001
  5.5800728e-001	  2.5589055e-001	  1.4821509e+001
  1.6187967e+001	  1.6752509e+001	  1.7471077e+001
  1.2869073e+001	  1.2413756e+001	  4.1185105e+000
  5.5211398e+000	  3.0023447e+000	  2.2124304e+001
  1.6337393e+001	  1.8407076e+001	  1.5441659e+001
  1.5210863e+001	  1.6730111e+001	  1.9699541e+001
  2.2434845e+001	  1.3983341e+001	  1.3931586e+001
  1.1617629e+001	  7.0088066e+000	  2.8927919e+001
  2.2002663e+001	  8.0124989e+000	  1.2160161e+001
  6.3574979e-001	  1.4069346e+001	  1.2541998e+001
  1.4465570e+001	  3.4990908e+000	  2.0626331e+001
  1.4630171e+001	  9.2198397e+000	  2.7994621e+001
  4.1677110e+000	  1.9845887e+001	  6.3889933e+000
  1.1083411e+001	  6.8247757e+000	  1.0186639e+001
  2.1970362e+001	  2.0050084e+000	  1.2061848e+001
  4.6137851e+000	  1.4175896e+001	  6.0400100e+000
  1.8665281e+000	  9.2888886e+000	  1.8819672e+001
  1.0827516e+000	  4.3500482e+000	  1.0775809e+001
  4.0613203e+000	  1.0260542e+001	  2.1240473e+001
  1.7166557e+001	  1.7933375e+001	  5.8053736e+000
  1.0714579e+001	  1.4230776e+001	  2.2728824e+001
  1.8688093e+001	  7.6531702e+000	  2.5246272e+001
  2.2602647e+001	  1.8319646e+000	  1.5709216e+001
  1.3822890e+001	  3.8285596e+000	  1.1068426e+001
  3.2883752e+000	  2.6015528e+000	  7.2072744e+000
  1.8908643e+001	  2.2977781e+000	  7.1910683e+000
  5.8451355e+000	  2.0755883e+001	  2.2269644e+001
  1.4572795e+001	  1.3133849e+001	  2.0511355e+001
  1.5078796e+001	  9.6035814e+000	  1.9888952e+001
  2.1161018e+001	  1.3922522e+000	  1.0177095e+001
  1.6400571e+000	  5.5831011e+000	  1.8428335e+001
  6.6167226e-001	  7.1796414e+000	  1.5617657e+001
  1.5710377e+001	  2.2336373e+000	  5.0012580e+000
  1.0900902e+001	  1.3741858e+001	  1.0186178e+001
  1.8971012e+001	  1.4050941e+000	  2.4959224e+001	
  3.4059218e+000	  1.1416889e+001	  2.0694318e+001	
  1.4735652e+001	  6.6527490e+000	  2.0326445e+001	
  9.9127759e+000	  8.7530918e+000	  2.2864588e+001	
  1.4962529e+001	  8.2145620e+000	  1.2089966e+001	
  6.0015975e+000	  8.1436806e+000	  2.2333992e+001	
  2.4847791e+000	  1.3839955e+001	  1.9703200e+001	
  1.1878340e+001	  1.2117317e+001	  2.2368758e+001	
  1.5237745e+001	  1.8739407e+001	  1.9659289e+001	
  7.3691478e+000	  1.6218662e+001	  4.5786561e+000	
  1.2920596e+001	  7.0444920e+000	  4.1274344e+000	
  7.8000157e+000	  1.9776986e+001	  4.4364056e+000	
  5.2473223e-001	  3.8021919e+000	  1.3809401e+001	
  4.5598589e+000	  4.3956848e-001	  2.1588492e+001	
  1.6359912e+001	  1.6827486e+001	  1.6106100e+001	
  1.5422291e+001	  1.2559189e+001	  1.9365097e+001	
  2.2102194e+001	  1.1288638e+001	  1.9538297e+001	
  5.3227469e+000	  1.4138468e+001	  5.5595754e+000	
  8.1536823e+000	  1.0225222e+001	  2.2870741e+001	
  1.5819544e+001	  1.2308158e+001	  1.8585385e+001	
  2.2597706e+001	  1.3211234e+001	  1.5541778e+001	
